mVHrayjG3uZ_RLHkLj-AMg,American (New),4.5,26,Braddock
KayYbHCt-RkbGcPdGOThNg,American (Traditional),4.0,23,Carnegie
wJr6kSA5dchdgOdwH6dZ2w,American (Traditional),3.5,10,Carnegie
fNGIbpazjTRdXgwRY_NIXA,American (Traditional),4.0,10,Carnegie
b9WZJp5L1RZr4F1nxclOoQ,other,4.5,69,Carnegie
SQ0j7bgSTazkVQlF5AnqyQ,Chinese,2.5,10,Carnegie
wqu7ILomIOPSduRwoWp4AQ,American (Traditional),3.5,16,Pittsburgh
P1fJb2WQ1mXoiudj8UE44w,Italian,3.5,81,Carnegie
PK6aSizckHFWk8i0oxt5DA,other,2.0,12,Homestead
6ilJq_05xRgek_8qUp36-g,other,2.0,60,Munhall
1qCuOcks5HRv67OHovAVpg,American (New),3.5,33,Homestead
sbW8qHJgzEIH42B0S-3New,American (Traditional),2.5,106,Homestead
McikHxxEqZ2X0joaRNKlaw,American (Traditional),3.5,148,Homestead
EoAY1JSVeJriBzId8lUQwQ,American (New),2.5,92,West Homestead
tU-YtoW339PXJmUGSix_AQ,American (Traditional),2.5,23,Homestead
6p9TlP2I8S4agxYMNFSDjg,American (Traditional),3.0,55,Homestead
JDDeaNfb0JXD1NbznSIC9g,Chinese,3.0,95,Homestead
FiXamVMgMf9U0VqFHDZSEA,other,3.0,25,West Homestead
uLnDFdn011hEroQQMLmxNQ,other,4.0,12,Munhall
eznh0XjVtv924K-KYx_ilQ,American (Traditional),3.0,51,Homestead
usSROUMiAgPcxV3Ym0OxMQ,American (Traditional),3.5,122,Homestead
r8BwdblCW-ZUES37BL0khw,other,4.5,21,McKees Rocks
mIiHJkpK8nZvW_45LlhrbA,other,4.0,13,Mc Kees Rocks
8Nm_jcCYtMXYW0ODSHDiXA,Japanese,4.0,10,Pittsburgh
T49ZvBa6mD4xHSmjHe-ArA,other,4.0,17,Bellvue
eOv0Dbq2E8sd0CKMAqTImw,other,4.0,18,Bellevue
Lml0-yTNsMYsP9IrSMxw9A,Chinese,2.5,11,Bellevue
ucKQlQvOeJxETLNkpKcaSw,American (Traditional),3.5,32,Bellevue
ZL6DNzyenFm9Kpz6uADlNg,Italian,3.0,65,Pittsburgh
Y2p07YEC8xOsYTHWf0UxiA,Chinese,3.0,26,Pittsburgh
g58NW9q4F09wTMiI7EIjmg,other,3.0,17,Pittsburgh
83_p9vIqOq1TUIf3_GD7bA,other,4.5,117,Pittsburgh
Ts4xsKPU7FNPPZRj-nRjIg,other,3.0,62,Pittsburgh
UtWJ8NGMg-3z28s0RzlUoQ,Chinese,3.0,18,Pittsburgh
B9C6j80ob0f1pwi1Cnnd1Q,other,3.0,37,Pittsburgh
tvXTHj9V5sgRoeVJW_FiTg,Chinese,3.0,12,Pittsburgh
2SwC8wqpZC4B9iFVTgYT9A,other,4.0,276,Pittsburgh
PzG0XmAmtXFs6Fdnubf41g,other,4.0,144,Pittsburgh
lHP5STO7aomlEQixH8m1aA,other,4.0,81,Pittsburgh
-iVcmhjfq79QoTWzrb6pKg,other,4.5,79,Pittsburgh
l_Wey2YC6NvVUIH8vTygGg,other,4.0,69,Pittsburgh
qUeBDN0D8SC93KeAHhiL-g,Italian,4.5,111,Pittsburgh
LltDzuzRbAJbSrqD4JH-3A,Chinese,3.0,12,Pittsburgh
QIJa5h2d65Bgh82zct7c7A,American (Traditional),4.0,22,Pittsburgh
PTkChuI3GPCw-ZL1Iph76A,Italian,4.0,10,Pittsburgh
Ga0y-XHa4os_VvoHz21bfQ,other,3.0,12,Pittsburgh
IxQ1ATP_Wg_QujO9nywzcQ,German,4.0,162,Pittsburgh
TyIsuojeKcTb4Acfg7xqew,Chinese,4.0,11,Pittsburgh
oj8bMz76cKXQClpFTFNW9w,other,4.5,11,Pittsburgh
k1A8pNspBPinGDivxkuDSA,American (Traditional),3.5,11,Pittsburgh
e5DtayybW4jbKcDBwEUmOQ,American (Traditional),3.5,11,Pittsburgh
q_BKmbdlYfQJroJVHfYMUQ,Italian,4.0,94,Pittsburgh
Z101WZaISochG6g7tI2ZVw,American (New),3.0,69,Pittsburgh
Eixtf79t1_ZKaC-7J2kAWg,other,3.0,16,Pittsburgh
Z0OGW8PysysRXE0dR7QxQQ,other,4.0,20,Pittsburgh
yfuoL_w76WFVHcGJbw0IIg,other,3.5,11,Pittsburgh
AAcw9y30cRuMo0oa8UBiIw,other,3.0,12,Pittsburgh
YUZVBdGmagwXV-yOhR-1GQ,other,3.0,12,Pittsburgh
OIL-eZX8d10jgWPLW-E7zA,other,2.5,14,Pittsburgh
PSlOtPIo28BvWOzdLmRRRQ,Polish,3.5,16,Pittsburgh
wan0X-oHpLgGTPXqaICZCw,American (Traditional),4.0,17,Pittsburgh
QnyzlVMyx0Exri-Lay10cA,Japanese,3.5,23,Pittsburgh
81sqVj0xHyJXGYT0ip5fmQ,Chinese,2.5,13,Pittsburgh
93UCt9OgWYmypZCpXtUu8g,other,4.0,145,Pittsburgh
ORTRrw3ClZ0Ld0LgY1H_5g,American (Traditional),3.5,21,Pittsburgh
9aw0t0rlACKkMaxsX0KlKA,other,3.5,10,Pittsburgh
5Udv4CASAXB2eH66TefWPQ,American (New),3.5,106,Pittsburgh
2Igiyhi82R8_QaaPplRmCw,other,4.5,275,Pittsburgh
Cex2R008tMFg8R5fAtf77w,other,4.0,37,Pittsburgh
n7G2XFGvmS3duDJ4AzjKiQ,Indian,3.0,32,Pittsburgh
8tBfgYCI6Fz9xrSYCYCYXA,Indian,3.5,10,Pittsburgh
qemCNgjeYGcFsRwxW9x4xw,Italian,3.5,93,Pittsburgh
iudRNo5Q8W7firUBYJEqQQ,other,2.5,10,Pittsburgh
2X5G4Ujq0s4Wfn4TC7gX0g,other,4.5,288,Pittsburgh
XQ7elqSFIRogvqpiTZz-Wg,American (Traditional),3.0,21,Pittsburgh
DzOPHyrG2XuVqKEvHCnN7w,other,4.5,58,Pittsburgh
nqRNOug4OMrYTTZg-qLxXA,other,4.5,16,Pittsburgh
h3la53L9-OX_HlfeAySh0Q,American (Traditional),2.5,14,Pittsburgh
1vQLTKwmcmZXtNzfKEvMmA,Japanese,3.0,52,Pittsburgh
hhNlQWaKqGbMPoeZHoL-IQ,Mexican,3.5,94,Pittsburgh
SgQYRICpMdWCmY7wM2Cmcw,American (Traditional),3.0,20,Pittsburgh
sNmQJQWEVGheCnw5Tf4Phg,other,3.5,18,Pittsburgh
jrSGpWnVJy8jqgN6XSC7Nw,American (New),3.5,15,Pittsburgh
KZXtzoI84iI1CEcAnD7OPA,Italian,3.5,52,Pittsburgh
zpNGtjBlIkDq_PLGSCPlAg,Italian,3.5,29,Pittsburgh
FtjvnLhh51ZBYEpKAARaFQ,American (New),3.0,94,Pittsburgh
z4cCguoHdU48pj6sXMIzqg,other,2.5,76,Pittsburgh
sbTF0cLKZH6_BP8BLARVDg,other,2.5,29,Pittsburgh
OxIeMVcop5oxBUWANi-1Rw,American (New),3.5,202,Pittsburgh
imzKM9-mgN1Yk_RIXx3IgA,Italian,4.0,27,Pittsburgh
IEHaU93HpEbdUO4z4bKzDw,American (Traditional),3.5,18,Pittsburgh
NeUf9FyCCIN4MEseNyqkXQ,American (New),3.5,463,Pittsburgh
JcP-IIrZkW_Yyv4a0yLRCw,Italian,3.0,10,Pittsburgh
buVALudg30kgkDusqB3yJw,Mexican,4.0,88,Pittsburgh
wHi8ODv7TGmeUB02XoX-mA,other,2.5,219,Pittsburgh
WXpi9z1bqF9raZSW8z70Ow,Greek,3.5,44,Pittsburgh
DhDNNHZtaBxYNSqJz64ixg,Italian,4.5,29,Pittsburgh
PxP19Rb88OQKiSMl2oWNsg,Greek,3.0,71,Pittsburgh
9mwShpTgZofOujt4JfyGmw,Italian,2.5,97,Pittsburgh
90Fqfzd8zD9AuuNBSv9lAg,American (Traditional),4.0,68,Pittsburgh
pvGT62T6Ci1LKOS9DL42pg,other,4.0,24,Pittsburgh
A2XkbJ07hrR80t0EFgLikQ,American (Traditional),3.5,17,Pittsburgh
L5387MoRyx9orlRyYfCSPA,other,4.0,44,Pittsburgh
dHDi4wCcjsOR6vcZ8oOIoA,Korean,3.0,110,Pittsburgh
41CXLCeB8z2oNdIOvnrzIA,other,2.5,68,Pittsburgh
l2gPB9mqiHSbpwSUa7zrjg,Italian,2.0,16,Pittsburgh
gfpl_GyyY5uj6zJnIdzImQ,other,3.5,10,Pittsburgh
l-OmDgEd4QkZpyXVpkp2yA,other,3.0,26,Pittsburgh
0FgwBx7pgmNdUtsd_T8UYQ,other,4.0,77,Pittsburgh
SzHTdZR3yY1WBYUxkVxmUQ,Italian,3.0,18,Pittsburgh
xgcZN3F2f9LxLASQK_xzhw,other,4.0,26,Pittsburgh
uUorjstNslr3gkIsVGtQAg,American (Traditional),3.0,13,Pittsburgh
Bza-l75OiKcMRmTYILpyfQ,other,3.5,22,Pittsburgh
1E53rS8afK2jiLod8Jwy7A,Chinese,2.5,24,Pittsburgh
AH1PrZQDIdjpKgy1z8XxUg,Greek,3.5,26,Pittsburgh
XmdTkxKyJd7TuDLoiic1kg,Italian,3.5,317,Pittsburgh
nBl_NeArpL08MpoghDiA_A,other,3.5,82,Pittsburgh
J011r7mUV1QhgLJ7GkrtMw,other,4.0,45,Pittsburgh
-KQ283hJkBO12u8XOrlCcQ,other,3.0,99,Pittsburgh
SvoJ3Y3uqDfB4iGUaWXh8Q,other,3.0,40,Pittsburgh
6xEl2PDJulIp1PfWqa7-aA,other,3.5,33,Pittsburgh
GQloL8yRHymE0SGZq-B0zQ,Vietnamese,3.0,12,Pittsburgh
Lm_mR5xDF91OeZw97ch41g,Thai,2.5,29,Pittsburgh
KnlNwiIELDWAR686Bk2WJg,Chinese,4.0,17,Pittsburgh
XzaJf6WzpU7RsXTXzx72Xg,American (New),4.0,57,Pittsburgh
PTS4MxQel-xzj5qWxVn3LQ,other,3.5,51,Pittsburgh
IvgKdlte_JNdd17XRxkOrg,other,3.5,24,Pittsburgh
bDK_jzy3Shx7jfn8_plNoA,other,4.0,31,Pittsburgh
PhIGoo9g6GBrqgH_6yZXXQ,Indian,4.0,74,Pittsburgh
uBW3PIKqc-_eyG1_vdJn1w,Vietnamese,4.0,68,Pittsburgh
DsxLIr-b6WlDn9YNsVBu_A,other,4.5,30,Pittsburgh
FD6OocZdFUfE2J5H0WN4fA,other,3.5,19,Pittsburgh
LN3OCT1xOedbf65xKzFSNw,Indian,4.0,88,Pittsburgh
tQpYnf3P3Q_OQLYYJvlV-A,American (Traditional),3.5,24,Pittsburgh
KH6stvNdq_aV0HvKw8P5yA,other,3.5,22,Pittsburgh
dxCqGkhtXq-9fYEsX7Mf6Q,Vietnamese,4.0,231,Pittsburgh
--UE_y6auTgq3FXlvUMkbw,American (Traditional),3.5,146,Pittsburgh
YTqSkgOiiI9HG3hNH7ovfg,Italian,3.5,26,Pittsburgh
vgXE1I7c9ElcfYyZfQiN1Q,American (Traditional),4.0,292,Pittsburgh
-Nanlb7SYXObqQ6dZ49UOg,Italian,3.0,60,Pittsburgh
3zgswf_NfBJpeAoWeTkgMA,American (Traditional),4.0,54,Pittsburgh
uOwuJJhGaiAzuaDY7-o14g,American (Traditional),3.5,14,Pittsburgh
7XXmky6YYjsvKFwho_eavg,American (Traditional),4.0,73,Pittsburgh
o_wRqOpli9kyZGXlJtLLdA,other,4.0,41,Pittsburgh
5MChfa-jZfMo3vBpolkSbw,Italian,3.5,91,Pittsburgh
sxeuOMBRllOHXJTaUlI9kQ,Thai,4.0,179,Pittsburgh
ptmsW2SSeFD2I6vspJs0lQ,American (New),3.0,38,Pittsburgh
r8jeeS3k_diihMDSu9IjlA,Italian,4.5,189,Pittsburgh
cH8I7JgPXcrcutT1a3YrjQ,Greek,4.5,21,Pittsburgh
dQjaHoo89bLymdMm4S5_1g,Italian,4.5,20,Pittsburgh
gCiKiqPGAC_ZVt5bBcwnrw,other,4.5,58,Pittsburgh
UjJMQguryo1jypomvOCZgg,Italian,3.5,21,Pittsburgh
vWnwaD-kykqiEc2Q0hbYsw,other,2.0,11,Pittsburgh
T4D7wX6GuCYChwRmser-0A,Chinese,4.0,10,Pittsburgh
cESul2ojJOjadz-7BKB5eg,Middle Eastern,4.0,52,Pittsburgh
hbFCv2Rginf9zjai-lKUNg,Chinese,3.5,50,Pittsburgh
vs3UrHaSnzFOxmFU2UAfxQ,Chinese,2.5,15,Pittsburgh
6-rJjW6ITl5o_FliiNgZRA,Italian,4.0,194,Pittsburgh
mPlWLIA4pkHMRtlQDm6UyQ,Japanese,4.0,127,Pittsburgh
sa3xqElJEv97MazozLeszw,other,4.0,36,Pittsburgh
MkrQV_nyxyC1F5ut5KxDMQ,other,3.5,12,Mount Lebanon
jJfTh2O3M2Q716akd9Dr9w,American (Traditional),3.0,42,Pittsburgh
9SPwF-vRgtuHxciFxv5YLA,Japanese,4.0,237,Pittsburgh
Cy9XgM3ZG2jZ1ganvolb6Q,Japanese,4.0,112,Pittsburgh
rgmptwPbBH1wLpiBHcbIhA,American (Traditional),3.5,262,Pittsburgh
i_nkxbd7feg44QkdbG05UA,American (New),3.0,87,Pittsburgh
vSZDiKiF8vf9zt_BcDL7GQ,American (Traditional),3.5,61,Pittsburgh
DkX3YoxhH4uADsgVgQThew,American (Traditional),3.0,51,Pittsburgh
sQWSHCIH_HUT4HUXaxDaBA,other,3.0,23,Pittsburgh
rUQfZOengMpXFkLvJrNJ3g,other,4.5,26,Pittsburgh
Oq5MyNxNi-xuXdPOWR9O_g,other,3.0,21,Pittsburgh
xgK6AAhJ-cYBUCSaLzgTuw,Italian,3.5,217,Pittsburgh
Z-BI5HJmC2HcpiVuXwVM3A,Latin American,4.0,75,Pittsburgh
kxZIebwbpe_ddry6EKMdCg,other,4.0,16,Pittsburgh
TxKmAsKQjND5vbhBdUSyIA,other,4.0,222,Pittsburgh
cmGR1HS9ms233roSllcglw,French,4.0,73,Pittsburgh
mXHBxHrAJPnPWnm_OKuZTQ,other,2.5,20,Pittsburgh
Q9BXMPu2HnRDMq9X_2rHrQ,other,3.0,83,Pittsburgh
jeS38QWMVkA6S-4lMi1Frg,American (New),3.0,32,Pittsburgh
q5g_zeAdwsZQp0p9GPnTJw,other,3.0,13,Castle Shannon
7QBJDNVH6VPAStSvOM_lZA,Chinese,4.0,14,Pittsburgh
hxWwXE1mqNuSghYBr5bLWg,other,4.5,10,Pittsburgh
WrP8KeKTlWcjqQPj2DJKGQ,American (New),4.0,13,Pittsburgh
-tcf1WSfc2iNRf75AMW6pw,other,3.5,28,Pittsburgh
dwz55gqPZwSBD74yFFb27g,Chinese,3.0,51,Pittsburgh
rEpubmz577MOhpDmWPH1uw,Thai,3.5,22,Pittsburgh
ufyh6h4GsR-RYY2lC_Iz7w,American (Traditional),3.0,22,Pittsburgh
9VtaTbTKVK9sQVy4j2RO-w,American (New),3.5,24,Pittsburgh
PFAOxw4Gl8gm7PGWvohCWg,American (Traditional),3.0,17,Pittsburgh
HPcrrz8uipPQyK-5zd6w9Q,Italian,2.5,10,Belmont
W-2Tuk4uWYm5BsdlWju8wg,other,3.5,14,Belmont
c-Pa13Lq1eB0VwLVoyJ7lg,other,2.5,13,Belmont
qJTHaHFKQIKXKX3I17Nw9w,other,2.5,14,Belmont
JkF2CPy63ivoK1FUqprQ7w,Chinese,3.5,12,Belmont
OkV0BMQxRRYJ5t5sbeU93A,American (New),3.5,14,Belmont
sJtGRBWYUj013nkFA4Hrdg,Italian,4.5,74,Huntersville
qYuSoVBS_1i_btLzFefDeg,other,3.5,23,Matthews
HlvPa_iypwt5RwUHl-Dz3g,Chinese,2.5,10,Matthews
2VuPoaFPktvtAqTX_Fzc-A,Mexican,3.0,15,Mount Holly
jyF0rwmQEIdDWVtP5vlf3w,American (Traditional),4.0,31,Mount Holly
lX3XYcMWoRlHjrmkoGNefQ,other,4.0,29,Pineville
2_0P2AmSSFtPgddio0MgYA,German,4.5,175,Pineville
BO0zz8gort7o-6KuecIv3Q,American (Traditional),2.5,39,Pineville
_Bz6YWNI5bi0gqQI4GLvqQ,other,4.0,50,Pineville
SVKC_-gIQFkHElZ6bFsE6g,Italian,2.5,96,Pineville
l2ynPEBj9S_yN9gjg32tBA,Mexican,3.5,12,Pineville
AUDuCSWYzzRP3H2w7TxtuQ,American (Traditional),3.5,49,Pineville
Gw5POFxBRoJxN_ZYhk6lgQ,other,4.0,17,Charlotte
DE_11y6_vCmPBlbeYskh-Q,American (Traditional),2.5,15,Pineville
4WsTFTH8GgnyFHwrH9nHzA,Italian,3.0,75,Pineville
QMZe84KFyZy0IlCBb1v91A,American (Traditional),3.0,14,Pineville
PVooCeYIrp9E2rtrL4R98g,American (Traditional),4.5,18,Pineville
5p3Tqyp19UowO0-dAFvxMw,Chinese,3.0,38,Pineville
T1jYZFB_7cqdhuvzpxfFWQ,other,3.0,21,Pineville
Zm9uQ4SYpZzUb3epDMeb7A,Chinese,4.0,12,Pineville
LT0AgHTpDifuHSXgyLmJwg,American (Traditional),3.5,44,Charlotte
USdRzNk14UdjZWFgBJb0wA,American (New),4.0,40,Charlotte
ePP0Eqz8JKSbtdt2phiB4A,American (Traditional),4.5,242,Charlotte
ASwN3Ih0Eh1oH0npLbzVjA,American (Traditional),3.5,19,Charlotte
Lt9o2RmacVY2L-IWLA8uTg,American (Traditional),4.0,80,Charlotte
gpCtDCSXIoQx70cq9itfNA,other,4.0,57,Charlotte
-6JY1T0w4XETux5kGOj84g,American (Traditional),3.0,42,Charlotte
WuCcv_Dyd_1B_1-4jwK7sQ,other,3.5,222,Charlotte
rT-iPtIXMKj3dTcl87lbOw,Chinese,3.5,114,Charlotte
vIXUw1cLG84-m8LzOg3f-w,other,2.5,29,Charlotte
4glD2-evDFddHjQaEVpCPQ,Japanese,4.0,48,Charlotte
ym9QwkmB5ZKTyj7q5huTDw,American (Traditional),3.5,234,Charlotte
QMX1ssofSveU3qhVAKLnXA,Japanese,4.0,14,Charlotte
XzhsJecsCYj-Wc32zOWqmg,other,3.5,15,Charlotte
9fxTX1uyyYF4ugx68AG2sg,American (New),3.0,30,Charlotte
df7cda6f5lMADGnoVHd8pg,American (New),4.0,17,Charlotte
Heon0PS3J4RGmMa-VflCuA,Mexican,4.0,23,Charlotte
-Am2JVkb7nwvBAUwSugG0A,American (New),3.5,14,Charlotte
mpDxBBGywUE6GRRKja3sBA,other,3.5,652,Charlotte
6ICGve6UyGPuLaGrKQBVuw,other,4.0,17,Charlotte
NTfUFk8GyOLL1uPbEO-pVg,American (New),4.0,321,Charlotte
e8kqqWU9247Nn5VAF5sDkQ,other,2.5,42,Charlotte
z24h6ZYnZiWjlDTuLXG9jw,Italian,4.0,139,Charlotte
WYnveDiSEXLCeNkLZrXibQ,other,3.0,12,Charlotte
EwuvZCcVHkICgTbqCEjikA,American (Traditional),3.0,21,Charlotte
6SxAOEXHzNjWQMQ9Nnos3A,other,2.5,24,Charlotte
